Transaction_Amount,Transaction_Type,Time_of_Transaction,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Device_Used,Fraudulent
4623.85,POS Payment,22.0,Miami,0,8,14,UPI,Desktop,0
2360.97,Bill Payment,18.0,New York,3,43,4,Credit Card,Mobile,0
1946.79,Bank Transfer,5.0,San Francisco,1,116,14,Credit Card,Desktop,0
2874.84,Online Purchase,23.0,Chicago,2,31,6,Credit Card,Tablet,0
530.42,POS Payment,1.0,Boston,3,25,14,UPI,Mobile,0
3783.34,Online Purchase,20.0,Miami,1,31,9,UPI,Tablet,0
2450.89,Online Purchase,8.0,Seattle,1,80,1,Net Banking,Tablet,0
4335.21,Online Purchase,15.0,New York,0,92,10,Net Banking,Tablet,0
4840.97,Bill Payment,3.0,Boston,1,7,1,Credit Card,Desktop,0
3184.34,Online Purchase,3.0,New York,1,117,10,Credit Card,Desktop,0
322.45,Bank Transfer,3.0,Chicago,3,1,12,UPI,Mobile,0
2206.87,ATM Withdrawal,8.0,Miami,2,13,3,Credit Card,Tablet,0
4582.15,ATM Withdrawal,15.0,New York,1,59,9,Net Banking,Tablet,0
1958.82,Bank Transfer,17.0,Boston,2,5,3,Debit Card,Tablet,0
942.49,Bill Payment,1.0,Seattle,1,24,2,Debit Card,Tablet,0
1393.86,POS Payment,0.0,Chicago,4,87,12,Invalid Method,Mobile,0
3854.29,ATM Withdrawal,7.0,Seattle,0,18,9,Debit Card,Desktop,0
259.09,Bank Transfer,23.0,New York,0,98,6,Net Banking,Mobile,0
481.72,POS Payment,6.0,Los Angeles,1,4,3,Debit Card,Desktop,0
1922.07,Online Purchase,11.0,Houston,1,65,8,Debit Card,Desktop,0
4573.07,Bill Payment,20.0,San Francisco,2,7,11,Credit Card,Unknown Device,0
49997.8,Bill Payment,5.0,Miami,2,72,13,UPI,Tablet,0
842.07,Bill Payment,15.0,Chicago,1,1,13,UPI,Desktop,0
2953.8,Bill Payment,5.0,New York,0,79,2,UPI,Tablet,0
2738.89,Online Purchase,8.0,New York,3,95,3,Net Banking,Tablet,0
3561.28,Online Purchase,18.0,Miami,4,65,9,Net Banking,Desktop,0
580.17,Bank Transfer,13.0,New York,0,101,11,Debit Card,Mobile,0
607.67,POS Payment,18.0,Seattle,1,53,2,UPI,Desktop,0
1065.32,POS Payment,2.0,Los Angeles,3,47,12,Net Banking,Desktop,0
2600.33,Bill Payment,10.0,Los Angeles,1,39,2,Credit Card,Desktop,0
683.53,Online Purchase,0.0,Los Angeles,2,23,4,UPI,Desktop,0
1602.37,Online Purchase,12.0,Chicago,1,8,7,Debit Card,Desktop,0
3936.86,Online Purchase,11.0,Chicago,1,80,13,UPI,Mobile,0
868.51,POS Payment,14.0,San Francisco,0,19,8,Credit Card,Desktop,0
2095.98,Bill Payment,16.0,New York,2,19,2,Net Banking,Desktop,0
2084.11,ATM Withdrawal,4.0,Boston,1,42,1,Credit Card,Unknown Device,0
2653.57,Bank Transfer,7.0,Seattle,2,98,1,Net Banking,Tablet,0
4492.73,ATM Withdrawal,9.0,Houston,2,7,4,Credit Card,Tablet,0
4604.71,Bank Transfer,15.0,Miami,3,20,9,UPI,Tablet,0
2829.54,Online Purchase,4.0,Los Angeles,4,102,3,UPI,Tablet,0
2131.92,Bill Payment,23.0,Los Angeles,2,104,11,Credit Card,Mobile,0
4715.56,ATM Withdrawal,20.0,San Francisco,4,81,14,Invalid Method,Mobile,0
384.25,Bill Payment,4.0,Seattle,2,74,5,Invalid Method,Tablet,0
2610.79,ATM Withdrawal,15.0,San Francisco,4,14,13,UPI,Unknown Device,0
1274.0,ATM Withdrawal,14.0,Miami,0,67,13,Debit Card,Desktop,0
671.4,Bill Payment,15.0,Boston,0,99,6,Debit Card,Tablet,1
3107.24,Bank Transfer,7.0,Houston,4,63,9,UPI,Desktop,0
3883.34,POS Payment,8.0,Seattle,2,39,8,UPI,Desktop,1
4389.26,Bank Transfer,11.0,Houston,3,56,7,Credit Card,Desktop,0
133.09,Bill Payment,10.0,Chicago,2,9,8,Credit Card,Tablet,0
4287.73,Online Purchase,21.0,Houston,0,41,1,Credit Card,Unknown Device,0
508.04,Bank Transfer,1.0,Boston,3,94,11,UPI,Desktop,0
147.38,Online Purchase,23.0,Chicago,4,5,13,UPI,Mobile,0
4895.84,ATM Withdrawal,13.0,Miami,2,28,7,Credit Card,Mobile,0
292.64,ATM Withdrawal,21.0,Seattle,0,88,7,Debit Card,Desktop,0
2126.65,Bank Transfer,5.0,Houston,4,84,9,Debit Card,Desktop,0
1917.41,Bill Payment,23.0,Houston,0,34,13,Net Banking,Tablet,0
3338.72,Online Purchase,13.0,Miami,3,97,7,Credit Card,Unknown Device,0
726.5,POS Payment,4.0,Los Angeles,3,72,10,Debit Card,Desktop,1
3167.29,Online Purchase,14.0,New York,2,96,14,Credit Card,Desktop,0
2641.64,Bank Transfer,21.0,Seattle,4,19,8,Credit Card,Tablet,0
2895.51,ATM Withdrawal,23.0,Boston,0,7,3,Net Banking,Mobile,0
1172.8,Online Purchase,11.0,New York,4,86,8,Debit Card,Unknown Device,0
4661.02,POS Payment,17.0,Houston,2,116,5,Debit Card,Desktop,0
3280.68,POS Payment,14.0,Seattle,3,96,6,UPI,Desktop,0
2903.58,ATM Withdrawal,4.0,Houston,4,79,7,Net Banking,Desktop,1
1562.88,Online Purchase,0.0,Miami,0,12,4,Net Banking,Mobile,0
3757.12,Bank Transfer,23.0,Seattle,2,21,6,Credit Card,Desktop,0
4639.12,Bill Payment,8.0,Seattle,3,38,7,UPI,Mobile,0
4896.2,ATM Withdrawal,12.0,Los Angeles,0,36,5,Net Banking,Tablet,0
2813.59,Bill Payment,5.0,New York,2,3,12,UPI,Desktop,0
1400.88,ATM Withdrawal,5.0,Boston,2,28,6,Credit Card,Mobile,0
1615.65,Bank Transfer,13.0,Miami,3,11,1,Debit Card,Mobile,0
3179.56,POS Payment,5.0,Seattle,0,40,13,Net Banking,Mobile,0
4982.77,ATM Withdrawal,2.0,Seattle,1,23,6,Debit Card,Tablet,0
4788.29,POS Payment,22.0,Miami,3,85,13,UPI,Mobile,0
4797.76,POS Payment,10.0,Miami,4,74,5,Credit Card,Tablet,0
32.86,Bill Payment,0.0,Boston,3,94,12,Credit Card,Unknown Device,0
1160.13,POS Payment,6.0,Boston,0,27,13,Net Banking,Tablet,0
3577.04,Bill Payment,10.0,Chicago,2,50,2,Net Banking,Tablet,0
1153.12,Bank Transfer,9.0,San Francisco,2,95,2,Credit Card,Mobile,0
2816.89,ATM Withdrawal,12.0,Chicago,0,115,13,Credit Card,Mobile,0
956.2,Bank Transfer,14.0,Boston,1,20,2,Debit Card,Desktop,0
2341.75,ATM Withdrawal,22.0,Houston,1,18,9,Net Banking,Desktop,0
4258.01,Bank Transfer,19.0,Los Angeles,0,38,14,Debit Card,Mobile,0
2357.82,ATM Withdrawal,0.0,Boston,0,73,14,Net Banking,Desktop,0
1663.27,ATM Withdrawal,5.0,New York,1,119,7,Credit Card,Mobile,0
32.29,Bank Transfer,23.0,Miami,1,110,12,UPI,Desktop,0
4517.15,Bill Payment,1.0,Seattle,1,105,5,Credit Card,Mobile,0
1401.71,Online Purchase,0.0,Los Angeles,1,116,5,Credit Card,Desktop,0
17.06,Bill Payment,7.0,Seattle,3,19,7,Credit Card,Tablet,0
4910.85,ATM Withdrawal,19.0,San Francisco,3,61,4,Net Banking,Mobile,0
3078.45,Bill Payment,1.0,Houston,4,117,8,Invalid Method,Mobile,0
1540.33,Online Purchase,3.0,New York,0,17,13,Debit Card,Tablet,0
118.16,POS Payment,6.0,Houston,0,117,1,Debit Card,Tablet,0
3985.53,POS Payment,17.0,Chicago,4,50,7,Debit Card,Desktop,0
4936.46,POS Payment,12.0,San Francisco,2,33,8,Debit Card,Mobile,0
2413.11,Bank Transfer,22.0,Boston,1,33,13,UPI,Desktop,0
3260.32,ATM Withdrawal,9.0,San Francisco,4,69,10,Debit Card,Mobile,0
3104.81,ATM Withdrawal,7.0,Miami,2,48,10,Debit Card,Desktop,0
1027.71,ATM Withdrawal,3.0,New York,1,4,9,Debit Card,Mobile,0
4770.74,Online Purchase,20.0,Boston,0,96,9,Debit Card,Desktop,0
1243.52,Bank Transfer,13.0,Chicago,0,31,1,Credit Card,Desktop,0
4073.15,Bill Payment,7.0,Boston,3,5,11,UPI,Desktop,0
1348.89,Bank Transfer,3.0,Los Angeles,2,67,6,Debit Card,Mobile,0
2431.26,POS Payment,0.0,Seattle,0,116,9,Credit Card,Tablet,0
2905.95,Bill Payment,21.0,San Francisco,0,6,2,Credit Card,Mobile,0
4324.83,ATM Withdrawal,11.0,New York,1,78,10,Debit Card,Tablet,0
3633.15,ATM Withdrawal,18.0,Seattle,1,29,1,Debit Card,Desktop,0
4568.18,Bill Payment,7.0,San Francisco,2,45,14,Net Banking,Tablet,0
1183.29,POS Payment,3.0,Los Angeles,0,12,5,UPI,Desktop,0
4376.26,Bank Transfer,2.0,Los Angeles,1,35,4,UPI,Mobile,0
2763.08,Online Purchase,23.0,Los Angeles,0,47,8,UPI,Tablet,0
2735.45,Bill Payment,22.0,Los Angeles,0,110,12,Net Banking,Mobile,0
2966.02,Bank Transfer,18.0,San Francisco,2,76,9,Debit Card,Tablet,0
4839.9,ATM Withdrawal,17.0,Chicago,1,33,11,Debit Card,Mobile,0
4122.62,POS Payment,10.0,New York,0,114,11,Debit Card,Mobile,0
2366.55,Bill Payment,7.0,Chicago,0,56,6,Net Banking,Desktop,0
2576.69,Bank Transfer,9.0,Boston,0,98,14,Net Banking,Desktop,0
2660.09,Online Purchase,18.0,New York,3,75,7,Debit Card,Tablet,0
785.67,ATM Withdrawal,3.0,Boston,2,49,2,Debit Card,Tablet,0
1479.39,Bill Payment,15.0,Houston,3,97,7,Debit Card,Mobile,0
2794.86,Bank Transfer,5.0,Boston,0,45,9,Debit Card,Desktop,0
1886.23,ATM Withdrawal,20.0,New York,3,29,6,Debit Card,Desktop,0
3304.02,ATM Withdrawal,14.0,Miami,4,87,13,Credit Card,Desktop,0
75.67,Bank Transfer,2.0,Boston,3,36,2,Net Banking,Tablet,0
421.88,Bill Payment,12.0,San Francisco,0,21,11,Debit Card,Tablet,0
1015.87,POS Payment,0.0,Los Angeles,0,3,13,UPI,Tablet,0
552.03,Bank Transfer,0.0,Los Angeles,0,76,5,UPI,Mobile,0
2968.45,POS Payment,14.0,Boston,3,42,10,UPI,Mobile,0
3504.84,ATM Withdrawal,0.0,Chicago,1,12,12,Credit Card,Tablet,0
3669.24,Bill Payment,16.0,Chicago,0,79,3,Net Banking,Mobile,0
4968.83,ATM Withdrawal,16.0,San Francisco,2,65,11,Debit Card,Mobile,0
1068.0,Bill Payment,19.0,Boston,1,65,12,Net Banking,Unknown Device,0
4402.89,Bill Payment,0.0,Miami,4,110,9,UPI,Desktop,0
1132.74,Bill Payment,12.0,Los Angeles,1,98,2,Credit Card,Tablet,0
2370.11,POS Payment,9.0,San Francisco,2,115,10,Credit Card,Desktop,0
2933.99,POS Payment,7.0,Boston,3,100,7,Debit Card,Desktop,0
3857.96,Bank Transfer,9.0,Los Angeles,1,42,10,UPI,Tablet,0
1226.22,Bill Payment,5.0,Los Angeles,3,35,12,Debit Card,Desktop,0
1468.3,Online Purchase,0.0,Chicago,1,97,5,UPI,Desktop,0
2810.01,Bill Payment,20.0,Miami,3,21,1,Debit Card,Tablet,0
4685.06,ATM Withdrawal,22.0,Boston,1,118,11,Net Banking,Tablet,1
1268.16,POS Payment,0.0,Seattle,4,43,6,Net Banking,Tablet,0
4677.98,Bill Payment,20.0,New York,2,85,7,Credit Card,Mobile,0
854.59,ATM Withdrawal,2.0,Boston,0,32,3,Net Banking,Tablet,0
89.97,Bill Payment,13.0,Houston,1,83,8,Net Banking,Mobile,0
48.13,Bank Transfer,1.0,New York,0,16,5,Credit Card,Desktop,0
2796.91,POS Payment,19.0,San Francisco,3,24,8,Net Banking,Desktop,0
3834.75,Online Purchase,17.0,New York,4,7,9,Invalid Method,Desktop,0
3221.4,ATM Withdrawal,22.0,San Francisco,4,64,8,UPI,Mobile,0
3256.05,Bank Transfer,8.0,New York,3,97,1,Debit Card,Tablet,0
3018.6,Bill Payment,13.0,San Francisco,2,31,10,Net Banking,Mobile,0
2033.11,POS Payment,8.0,Miami,3,63,14,UPI,Tablet,0
1974.47,Online Purchase,6.0,Miami,4,48,2,Credit Card,Desktop,0
1262.06,POS Payment,1.0,San Francisco,1,81,12,UPI,Tablet,0
1598.65,Online Purchase,20.0,Boston,2,15,11,Debit Card,Tablet,0
2235.43,Bill Payment,4.0,Los Angeles,3,34,9,Net Banking,Desktop,0
4262.89,Bank Transfer,5.0,Houston,1,1,6,Debit Card,Desktop,0
3822.34,Online Purchase,7.0,Chicago,4,104,13,Credit Card,Desktop,0
3669.93,POS Payment,15.0,Miami,0,78,11,Net Banking,Desktop,0
3058.48,POS Payment,20.0,San Francisco,0,93,5,Net Banking,Tablet,0
3396.52,POS Payment,15.0,Miami,4,85,12,Credit Card,Tablet,0
1219.81,Bank Transfer,6.0,New York,0,21,1,Debit Card,Desktop,0
4436.93,Online Purchase,11.0,Boston,1,64,14,Net Banking,Mobile,0
18.84,Bank Transfer,18.0,Houston,4,71,3,Credit Card,Mobile,0
3254.61,POS Payment,22.0,New York,2,68,5,UPI,Tablet,0
3246.92,ATM Withdrawal,6.0,Seattle,1,79,11,Credit Card,Mobile,1
498.12,Bank Transfer,3.0,Boston,2,71,5,UPI,Tablet,0
3108.05,Online Purchase,17.0,Los Angeles,3,91,1,Debit Card,Mobile,0
1932.49,POS Payment,4.0,Miami,3,33,14,Net Banking,Desktop,0
3269.52,Bank Transfer,3.0,Miami,3,103,4,Debit Card,Unknown Device,0
1373.22,Online Purchase,15.0,Chicago,2,91,10,Debit Card,Mobile,0
1017.17,Bank Transfer,2.0,Boston,3,104,9,Debit Card,Desktop,0
2488.89,Bank Transfer,10.0,Seattle,1,80,8,Net Banking,Unknown Device,0
660.28,Bill Payment,5.0,Seattle,0,25,3,Debit Card,Tablet,0
941.83,Online Purchase,7.0,Houston,3,85,3,Credit Card,Tablet,0
4384.83,Bill Payment,21.0,Seattle,1,91,4,Credit Card,Mobile,0
2164.08,Bill Payment,23.0,Boston,2,22,5,Net Banking,Mobile,0
4895.84,POS Payment,19.0,Miami,3,50,11,Debit Card,Desktop,0
2521.67,POS Payment,15.0,New York,0,100,14,Credit Card,Desktop,0
4968.79,Bank Transfer,9.0,San Francisco,1,58,11,UPI,Desktop,0
3645.55,Online Purchase,13.0,Houston,4,51,13,Credit Card,Desktop,0
4213.61,POS Payment,16.0,San Francisco,4,8,11,Debit Card,Desktop,0
3816.05,Bank Transfer,21.0,New York,3,76,9,Credit Card,Tablet,0
4964.32,ATM Withdrawal,4.0,Los Angeles,1,117,6,UPI,Mobile,0
605.09,ATM Withdrawal,13.0,Boston,0,57,5,Credit Card,Desktop,0
3136.27,Online Purchase,0.0,Chicago,0,34,7,UPI,Tablet,0
3456.93,Online Purchase,8.0,Miami,0,111,12,Credit Card,Tablet,0
4288.69,POS Payment,15.0,Houston,4,41,8,Debit Card,Desktop,0
1002.39,Bill Payment,5.0,Chicago,1,101,5,Debit Card,Mobile,0
4132.56,ATM Withdrawal,14.0,Seattle,0,107,2,Net Banking,Tablet,0
1795.1,Online Purchase,21.0,Miami,2,53,3,Net Banking,Mobile,0
708.18,ATM Withdrawal,20.0,Boston,4,1,9,UPI,Mobile,0
3684.62,Bill Payment,17.0,New York,4,50,12,Credit Card,Tablet,0
4492.62,Bank Transfer,7.0,San Francisco,0,32,5,UPI,Tablet,0
2178.94,Bank Transfer,18.0,Los Angeles,3,25,2,Debit Card,Desktop,0
4803.03,Bill Payment,13.0,San Francisco,0,69,8,Debit Card,Unknown Device,0
104.66,Bank Transfer,6.0,San Francisco,1,12,9,UPI,Desktop,0
1637.93,Online Purchase,15.0,Chicago,1,48,2,Debit Card,Desktop,0
2756.71,Bill Payment,22.0,Chicago,0,78,10,Debit Card,Mobile,0
800.63,Bill Payment,15.0,Houston,0,103,7,Net Banking,Mobile,0
1876.51,ATM Withdrawal,10.0,Boston,2,100,6,UPI,Desktop,0
4880.14,Online Purchase,6.0,Miami,0,45,1,Credit Card,Tablet,0
702.74,Bill Payment,17.0,Chicago,4,34,12,Credit Card,Tablet,0
4708.81,Bill Payment,2.0,New York,0,55,1,UPI,Desktop,0
421.11,Bank Transfer,16.0,Miami,3,15,14,Net Banking,Mobile,0
595.56,Bank Transfer,21.0,Chicago,3,55,3,UPI,Tablet,1
378.79,POS Payment,6.0,Los Angeles,3,29,7,Debit Card,Tablet,0
832.88,Online Purchase,22.0,Seattle,0,114,8,Credit Card,Mobile,0
256.05,Online Purchase,15.0,New York,1,57,7,Net Banking,Tablet,0
3388.4,Online Purchase,16.0,Houston,3,29,6,Credit Card,Desktop,0
1804.07,Bank Transfer,21.0,San Francisco,4,91,1,Credit Card,Tablet,0
2032.73,Online Purchase,3.0,Seattle,0,104,6,Debit Card,Tablet,0
2304.59,Bill Payment,10.0,Los Angeles,0,31,5,Net Banking,Tablet,1
2197.01,Online Purchase,8.0,Seattle,3,1,10,UPI,Tablet,0
3348.54,Bank Transfer,12.0,Los Angeles,3,87,9,Credit Card,Mobile,0
2556.6,Bill Payment,9.0,Los Angeles,0,42,8,Net Banking,Desktop,0
1472.05,Online Purchase,7.0,Miami,2,44,8,Credit Card,Tablet,0
807.58,Bank Transfer,21.0,New York,1,34,3,Credit Card,Tablet,0
1807.4,Bill Payment,1.0,San Francisco,0,102,4,UPI,Tablet,0
2074.99,ATM Withdrawal,12.0,Houston,4,88,10,Net Banking,Desktop,0
2297.37,Online Purchase,19.0,Boston,2,45,11,Net Banking,Tablet,0
906.47,ATM Withdrawal,13.0,Miami,1,46,10,Net Banking,Mobile,0
2063.09,Bank Transfer,0.0,New York,2,9,12,UPI,Mobile,0
4465.03,Bill Payment,5.0,Houston,4,108,11,Net Banking,Mobile,0
1246.86,POS Payment,6.0,Boston,4,74,9,Net Banking,Tablet,0
1543.17,POS Payment,20.0,Chicago,4,67,7,Debit Card,Desktop,0
4797.17,ATM Withdrawal,8.0,Chicago,1,113,2,Net Banking,Mobile,0
4745.2,POS Payment,8.0,Seattle,4,115,9,Debit Card,Desktop,0
2263.92,Bill Payment,11.0,New York,2,59,8,Credit Card,Tablet,0
3842.27,Bill Payment,6.0,Seattle,1,83,3,Debit Card,Mobile,1
2826.12,Bank Transfer,1.0,Boston,4,38,3,UPI,Mobile,0
3416.55,Bank Transfer,23.0,Houston,3,18,9,Credit Card,Tablet,0
526.53,Online Purchase,17.0,Miami,1,74,10,Net Banking,Mobile,0
1550.35,Online Purchase,14.0,San Francisco,3,80,9,Credit Card,Mobile,0
1807.29,Online Purchase,11.0,San Francisco,1,84,7,Debit Card,Mobile,0
2569.47,POS Payment,9.0,San Francisco,4,41,8,Credit Card,Desktop,0
4839.09,Bank Transfer,12.0,New York,1,110,5,Debit Card,Tablet,1
3129.68,Online Purchase,19.0,Boston,2,60,5,Credit Card,Mobile,0
956.01,Bill Payment,2.0,New York,1,70,10,Debit Card,Mobile,0
4693.97,Online Purchase,23.0,Boston,1,43,6,Net Banking,Desktop,0
2971.35,Online Purchase,3.0,Houston,0,63,3,Net Banking,Desktop,0
1684.66,Bank Transfer,8.0,Los Angeles,3,59,8,UPI,Desktop,0
4736.29,POS Payment,9.0,Chicago,2,108,12,UPI,Unknown Device,0
4951.6,Bill Payment,1.0,Los Angeles,4,32,2,UPI,Desktop,0
3028.73,POS Payment,17.0,San Francisco,2,112,9,Debit Card,Mobile,0
2213.04,POS Payment,12.0,Seattle,4,25,8,Net Banking,Desktop,0
2126.82,POS Payment,4.0,San Francisco,2,4,14,Net Banking,Mobile,0
3764.97,Bank Transfer,18.0,Houston,4,47,11,UPI,Desktop,0
4113.52,ATM Withdrawal,14.0,New York,1,52,8,Debit Card,Mobile,0
436.61,Bank Transfer,20.0,New York,3,41,9,Credit Card,Desktop,0
1624.64,Bank Transfer,2.0,Chicago,4,38,13,UPI,Desktop,1
3210.45,Bill Payment,10.0,San Francisco,1,41,8,UPI,Desktop,0
250.35,POS Payment,19.0,Boston,4,42,6,Debit Card,Desktop,0
4327.51,Bill Payment,2.0,Los Angeles,3,40,8,Credit Card,Desktop,0
3142.4,POS Payment,7.0,Los Angeles,2,15,9,Net Banking,Tablet,1
4693.41,Bank Transfer,17.0,Miami,0,57,9,Net Banking,Tablet,0
4845.9,POS Payment,5.0,Seattle,0,56,11,Credit Card,Mobile,0
3664.97,POS Payment,16.0,San Francisco,0,92,6,UPI,Mobile,0
1095.36,POS Payment,3.0,Los Angeles,0,34,14,Invalid Method,Desktop,0
3858.72,Online Purchase,16.0,Boston,2,62,1,Net Banking,Tablet,0
4513.21,Bill Payment,5.0,Houston,2,109,9,Net Banking,Unknown Device,0
3854.94,Bank Transfer,19.0,Los Angeles,3,94,7,Net Banking,Desktop,0
4093.52,Online Purchase,17.0,Chicago,0,12,2,Credit Card,Desktop,0
3113.6,POS Payment,20.0,Miami,2,54,8,Net Banking,Tablet,0
4261.69,Bill Payment,22.0,Houston,2,70,12,Credit Card,Tablet,0
711.95,Bank Transfer,2.0,New York,3,85,5,Credit Card,Tablet,0
4461.15,Bank Transfer,13.0,San Francisco,4,91,12,UPI,Mobile,0
3526.75,Online Purchase,9.0,Los Angeles,3,80,2,Debit Card,Desktop,0
4421.43,POS Payment,13.0,Chicago,2,62,12,Credit Card,Tablet,0
115.65,Bill Payment,23.0,Seattle,3,85,13,Net Banking,Tablet,0
2415.47,Online Purchase,8.0,New York,2,70,6,Net Banking,Mobile,0
1227.0,Online Purchase,20.0,Boston,2,96,8,Net Banking,Tablet,0
4517.96,Bill Payment,8.0,San Francisco,1,84,12,Credit Card,Tablet,0
2273.74,Bill Payment,1.0,Seattle,0,19,7,Debit Card,Tablet,0
53.36,Online Purchase,8.0,Los Angeles,2,8,2,Net Banking,Desktop,0
166.55,Bill Payment,8.0,New York,2,110,4,Net Banking,Mobile,0
1300.12,Bank Transfer,11.0,New York,2,87,3,Debit Card,Tablet,0
1137.61,POS Payment,10.0,Miami,2,1,1,Credit Card,Desktop,0
4427.25,Online Purchase,0.0,Seattle,2,26,4,Invalid Method,Mobile,0
3791.54,ATM Withdrawal,6.0,Houston,3,46,12,UPI,Mobile,0
4387.23,Bank Transfer,17.0,Los Angeles,4,119,11,Net Banking,Mobile,0
509.04,Online Purchase,11.0,Boston,1,63,4,Net Banking,Mobile,0
3669.57,Bill Payment,7.0,San Francisco,2,58,3,Debit Card,Desktop,0
3446.64,Bank Transfer,8.0,Miami,4,70,4,Credit Card,Desktop,0
4927.6,Bank Transfer,21.0,Miami,0,78,13,Debit Card,Mobile,0
4703.29,POS Payment,8.0,Seattle,1,3,11,Net Banking,Mobile,0
2468.99,Online Purchase,18.0,Houston,1,2,14,UPI,Tablet,0
811.97,ATM Withdrawal,13.0,Chicago,1,111,3,Net Banking,Mobile,0
3595.01,Online Purchase,22.0,San Francisco,3,87,8,UPI,Desktop,0
2803.6,Bank Transfer,8.0,Seattle,0,82,6,UPI,Tablet,0
4477.38,Bill Payment,21.0,Chicago,3,97,6,Net Banking,Mobile,0
2050.32,Bank Transfer,3.0,Chicago,2,71,2,Credit Card,Desktop,0
44.59,POS Payment,15.0,New York,3,105,1,Invalid Method,Mobile,0
1199.72,Online Purchase,4.0,Miami,1,74,13,Net Banking,Tablet,0
2411.9,ATM Withdrawal,1.0,Seattle,1,12,8,Credit Card,Tablet,0
2264.34,ATM Withdrawal,5.0,Seattle,1,13,8,Debit Card,Mobile,0
2486.53,Bill Payment,19.0,Boston,0,106,1,UPI,Mobile,0
1839.22,Bank Transfer,12.0,Seattle,2,66,2,UPI,Tablet,0
1438.16,POS Payment,4.0,Chicago,1,84,11,UPI,Mobile,0
2246.7,ATM Withdrawal,4.0,Miami,2,117,14,Credit Card,Desktop,0
1803.25,POS Payment,22.0,Chicago,2,38,6,Credit Card,Tablet,0
3944.79,Bill Payment,10.0,Chicago,3,119,6,Credit Card,Mobile,1
496.99,Bill Payment,4.0,Chicago,0,112,8,Debit Card,Tablet,0
3572.7,Bill Payment,5.0,Los Angeles,1,57,10,Debit Card,Tablet,0
3757.77,ATM Withdrawal,23.0,San Francisco,2,61,12,Credit Card,Tablet,0
925.48,Online Purchase,18.0,Miami,0,31,4,Credit Card,Unknown Device,0
3222.06,POS Payment,16.0,Chicago,4,72,3,Net Banking,Desktop,0
3380.33,Bank Transfer,2.0,Boston,0,43,10,Debit Card,Tablet,0
4230.78,Bank Transfer,12.0,Miami,2,25,11,Debit Card,Mobile,0
2778.83,ATM Withdrawal,4.0,Seattle,3,80,6,Credit Card,Tablet,0
302.38,POS Payment,22.0,Miami,3,91,13,Debit Card,Desktop,0
4802.98,Online Purchase,4.0,San Francisco,3,2,12,Debit Card,Mobile,0
2191.76,Bill Payment,12.0,Chicago,4,51,6,Credit Card,Mobile,0
1277.61,Online Purchase,1.0,San Francisco,0,48,8,Debit Card,Tablet,0
3872.58,ATM Withdrawal,3.0,Chicago,0,89,7,Credit Card,Tablet,0
91.04,Bank Transfer,21.0,Los Angeles,0,48,8,Credit Card,Mobile,0
3849.24,Bill Payment,6.0,New York,2,98,6,Credit Card,Desktop,0
1942.45,Online Purchase,8.0,Los Angeles,0,85,2,UPI,Desktop,0
4422.42,ATM Withdrawal,16.0,Boston,3,49,4,UPI,Tablet,0
4103.42,Bank Transfer,22.0,Houston,0,112,4,Credit Card,Mobile,0
1636.02,POS Payment,2.0,San Francisco,0,8,11,Net Banking,Mobile,0
616.94,Bill Payment,23.0,Miami,3,75,4,Credit Card,Tablet,0
1717.82,ATM Withdrawal,5.0,New York,1,6,13,Credit Card,Desktop,0
49997.8,Bank Transfer,17.0,Boston,4,97,10,Credit Card,Mobile,0
788.93,Online Purchase,9.0,Houston,2,29,4,UPI,Mobile,0
3779.6,Bill Payment,1.0,San Francisco,0,117,7,Net Banking,Desktop,0
2532.59,Bill Payment,16.0,New York,0,103,13,Debit Card,Desktop,0
4036.43,Bill Payment,8.0,New York,1,83,12,UPI,Desktop,0
3792.72,Online Purchase,8.0,Houston,3,5,1,Debit Card,Mobile,0
1277.97,Bill Payment,3.0,Seattle,2,85,11,Credit Card,Unknown Device,0
832.52,ATM Withdrawal,1.0,New York,0,10,1,Debit Card,Tablet,0
1491.82,Online Purchase,10.0,Houston,4,32,6,Net Banking,Tablet,0
1704.38,POS Payment,12.0,Miami,1,22,9,UPI,Mobile,0
1632.37,POS Payment,14.0,New York,2,10,2,Credit Card,Desktop,0
3688.25,ATM Withdrawal,9.0,New York,4,73,13,Debit Card,Tablet,0
2108.61,POS Payment,5.0,Miami,4,105,11,UPI,Mobile,0
4118.27,POS Payment,12.0,Miami,3,67,2,Credit Card,Desktop,1
2460.88,POS Payment,6.0,Los Angeles,1,95,13,UPI,Tablet,0
530.09,Bank Transfer,3.0,Seattle,4,97,4,Credit Card,Mobile,0
2804.39,Bill Payment,8.0,Chicago,4,46,10,Debit Card,Mobile,0
373.27,Bill Payment,18.0,New York,3,86,1,Net Banking,Desktop,0
4866.44,POS Payment,2.0,Boston,2,90,7,Debit Card,Desktop,0
177.7,Bill Payment,19.0,Seattle,2,93,12,Credit Card,Mobile,0
3391.74,Online Purchase,20.0,Seattle,1,90,14,UPI,Mobile,0
1964.36,ATM Withdrawal,16.0,San Francisco,2,108,13,Net Banking,Mobile,0
2677.38,Bill Payment,9.0,Houston,1,81,13,Net Banking,Desktop,0
1448.6,Bill Payment,14.0,Los Angeles,2,106,2,Net Banking,Desktop,0
1988.02,POS Payment,20.0,Seattle,4,51,7,UPI,Tablet,0
