Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
3706.65,Online Purchase,13.0,Tablet,Boston,1,13,4,Credit Card,1
4726.11,Bill Payment,10.0,Desktop,New York,1,20,1,UPI,1
2431.15,Bank Transfer,19.0,Tablet,Seattle,1,94,3,UPI,1
569.02,Online Purchase,1.0,Mobile,Chicago,0,106,3,UPI,1
2478.71,Online Purchase,21.0,Mobile,Chicago,0,100,12,Debit Card,1
4289.96,Bill Payment,13.0,Tablet,Miami,4,118,9,Net Banking,1
4095.21,ATM Withdrawal,3.0,Desktop,Los Angeles,2,50,1,Net Banking,1
4219.73,Bank Transfer,14.0,Mobile,New York,4,108,11,UPI,1
3482.66,Online Purchase,23.0,Desktop,New York,3,75,11,UPI,1
4132.33,Online Purchase,8.0,Tablet,Boston,2,83,9,Invalid Method,1
2854.7,ATM Withdrawal,18.0,Mobile,New York,0,58,8,Debit Card,1
973.26,ATM Withdrawal,17.0,Tablet,Los Angeles,3,78,8,Credit Card,1
3977.78,Bank Transfer,15.0,Tablet,Seattle,4,53,1,Credit Card,1
3490.15,Bill Payment,21.0,Tablet,Los Angeles,4,29,10,Debit Card,1
3027.29,Online Purchase,1.0,Tablet,Boston,4,14,8,Net Banking,1
3841.41,Online Purchase,20.0,Mobile,Los Angeles,0,107,4,Net Banking,1
2053.59,ATM Withdrawal,9.0,Desktop,Chicago,4,71,10,Debit Card,1
1833.94,POS Payment,15.0,Desktop,Boston,3,29,2,Net Banking,1
2349.88,Online Purchase,18.0,Tablet,Los Angeles,2,3,6,Debit Card,1
2940.1,Online Purchase,1.0,Desktop,Chicago,2,52,10,Credit Card,1
4569.16,Bank Transfer,10.0,Mobile,Chicago,0,103,6,Credit Card,1
544.53,ATM Withdrawal,9.0,Desktop,Boston,4,73,10,Net Banking,1
3313.52,POS Payment,18.0,Tablet,San Francisco,2,83,10,Credit Card,1
4653.33,Bank Transfer,14.0,Unknown Device,Boston,4,62,10,Net Banking,1
4098.89,Bill Payment,21.0,Mobile,New York,4,32,13,UPI,1
3272.94,POS Payment,21.0,Mobile,San Francisco,4,98,11,UPI,1
3714.79,ATM Withdrawal,16.0,Desktop,Los Angeles,0,111,3,Debit Card,1
3346.4,ATM Withdrawal,19.0,Desktop,San Francisco,0,4,2,Credit Card,1
126.01,Online Purchase,13.0,Desktop,Chicago,0,19,10,Net Banking,1
1532.02,Bank Transfer,5.0,Mobile,Chicago,3,1,5,UPI,1
4536.81,Bill Payment,23.0,Tablet,Houston,3,65,14,Debit Card,1
3666.8,Bill Payment,22.0,Desktop,Boston,3,58,6,Net Banking,1
2657.67,POS Payment,13.0,Tablet,San Francisco,1,106,3,UPI,1
3805.48,POS Payment,11.0,Unknown Device,Boston,3,40,2,Net Banking,1
3341.51,Bill Payment,6.0,Desktop,Miami,2,94,6,UPI,1
4741.68,Bill Payment,21.0,Mobile,Houston,2,57,7,Credit Card,1
1498.07,Bank Transfer,12.0,Tablet,Chicago,4,117,6,UPI,1
4094.43,ATM Withdrawal,8.0,Tablet,San Francisco,2,88,2,Credit Card,1
2898.31,ATM Withdrawal,15.0,Tablet,Miami,1,52,4,UPI,1
2113.06,ATM Withdrawal,15.0,Desktop,Los Angeles,4,50,2,Net Banking,1
4426.63,POS Payment,6.0,Mobile,Chicago,0,58,5,Credit Card,1
799.23,Bank Transfer,14.0,Tablet,Chicago,0,56,12,Net Banking,1
1870.33,POS Payment,16.0,Tablet,Chicago,3,55,6,Credit Card,1
3670.69,Online Purchase,15.0,Mobile,Seattle,0,107,6,Net Banking,1
4749.13,Online Purchase,0.0,Desktop,Chicago,0,80,4,Credit Card,1
780.92,Bank Transfer,10.0,Desktop,Los Angeles,3,85,12,Debit Card,1
2030.56,ATM Withdrawal,14.0,Desktop,Chicago,2,116,14,Net Banking,1
1416.36,Online Purchase,15.0,Tablet,New York,0,108,13,Credit Card,1
4145.81,Bank Transfer,14.0,Desktop,Seattle,2,112,9,Credit Card,1
3183.61,POS Payment,13.0,Desktop,Houston,0,93,6,Net Banking,1
3433.71,Bill Payment,2.0,Tablet,New York,1,107,5,Debit Card,1
4018.85,Bill Payment,4.0,Mobile,Boston,1,45,3,Debit Card,1
3821.22,Bill Payment,7.0,Desktop,Boston,3,35,10,Net Banking,1
4780.55,POS Payment,10.0,Tablet,Miami,1,78,9,Credit Card,1
2571.74,Bill Payment,15.0,Tablet,San Francisco,0,97,2,Net Banking,1
871.28,Bank Transfer,20.0,Desktop,Chicago,4,95,12,Invalid Method,1
258.91,Bill Payment,13.0,Tablet,Los Angeles,0,114,8,Debit Card,1
1717.08,Bill Payment,18.0,Tablet,Houston,4,18,7,Debit Card,1
3242.48,Bill Payment,21.0,Tablet,Miami,3,26,6,Invalid Method,1
2206.12,Bill Payment,5.0,Desktop,Los Angeles,1,79,5,UPI,1
3040.44,ATM Withdrawal,11.0,Tablet,Los Angeles,2,72,4,Debit Card,1
2399.23,Bill Payment,17.0,Tablet,Chicago,4,77,7,Net Banking,1
2859.74,POS Payment,6.0,Mobile,Boston,1,21,11,Debit Card,1
2163.88,Bill Payment,23.0,Tablet,Chicago,2,21,10,Debit Card,1
275.72,Online Purchase,3.0,Tablet,Boston,0,85,1,Net Banking,1
2144.92,Bill Payment,16.0,Desktop,Miami,4,59,6,Credit Card,1
2338.22,Bank Transfer,16.0,Tablet,San Francisco,2,112,10,Debit Card,1
3772.25,Bill Payment,6.0,Unknown Device,Miami,0,102,11,Debit Card,1
1301.92,Bank Transfer,12.0,Mobile,Chicago,2,33,12,Credit Card,1
580.28,POS Payment,15.0,Desktop,Boston,4,34,9,UPI,1
1981.39,Bank Transfer,14.0,Desktop,New York,1,85,12,Debit Card,1
460.45,Bill Payment,11.0,Tablet,Boston,2,92,11,Debit Card,1
2377.46,Bank Transfer,10.0,Tablet,New York,4,68,5,UPI,1
4188.52,Online Purchase,9.0,Tablet,Boston,3,63,11,Credit Card,1
4133.42,ATM Withdrawal,5.0,Desktop,Miami,0,35,3,UPI,1
1738.26,Bill Payment,20.0,Tablet,Boston,2,12,6,UPI,1
2182.03,ATM Withdrawal,23.0,Mobile,Boston,2,76,9,Debit Card,1
836.67,ATM Withdrawal,5.0,Desktop,Boston,3,48,13,Net Banking,1
4423.79,Bank Transfer,12.0,Tablet,Boston,2,71,11,Credit Card,1
4463.95,Bank Transfer,13.0,Mobile,Miami,0,1,1,Net Banking,1
1669.28,Bill Payment,23.0,Desktop,Los Angeles,4,83,3,Credit Card,1
3127.75,Bank Transfer,7.0,Mobile,Miami,1,79,4,UPI,1
2092.66,ATM Withdrawal,6.0,Tablet,Boston,0,83,2,Debit Card,1
2938.22,POS Payment,4.0,Tablet,Los Angeles,0,64,5,Net Banking,1
49997.8,ATM Withdrawal,19.0,Desktop,New York,0,92,4,UPI,1
4753.0,ATM Withdrawal,7.0,Tablet,Houston,3,96,1,UPI,1
3125.9,Bill Payment,11.0,Desktop,Houston,2,89,14,Debit Card,1
964.55,Bank Transfer,14.0,Mobile,Houston,1,33,9,Debit Card,1
3810.95,POS Payment,10.0,Tablet,Chicago,0,2,13,UPI,1
4024.59,ATM Withdrawal,15.0,Desktop,Seattle,4,77,6,Debit Card,1
3940.73,Bank Transfer,7.0,Tablet,Miami,1,57,2,Debit Card,1
871.45,Online Purchase,22.0,Desktop,Houston,1,31,9,Net Banking,1
193.97,POS Payment,22.0,Mobile,Los Angeles,2,48,4,Credit Card,1
1173.42,Bank Transfer,9.0,Desktop,Chicago,3,30,2,Credit Card,1
4962.51,Bill Payment,23.0,Mobile,Houston,0,89,4,Debit Card,1
3986.92,Bill Payment,18.0,Tablet,Los Angeles,3,112,13,Debit Card,1
4975.43,Bank Transfer,16.0,Tablet,Chicago,1,91,4,Credit Card,1
3512.11,Bill Payment,18.0,Mobile,Chicago,2,33,6,Debit Card,1
2133.31,ATM Withdrawal,10.0,Mobile,Boston,1,31,6,Debit Card,1
1977.87,ATM Withdrawal,20.0,Desktop,New York,3,105,1,Debit Card,1
4321.24,Online Purchase,4.0,Tablet,Chicago,1,95,1,Net Banking,1
4210.92,Bill Payment,7.0,Mobile,Houston,0,83,1,Invalid Method,1
3645.81,Bank Transfer,19.0,Desktop,Los Angeles,0,27,13,Net Banking,1
4488.5,Online Purchase,10.0,Mobile,Miami,4,70,2,UPI,1
1312.67,Online Purchase,22.0,Mobile,Chicago,0,56,10,UPI,1
4293.27,Bank Transfer,5.0,Desktop,Miami,0,97,11,Invalid Method,1
894.15,Bill Payment,15.0,Tablet,Houston,3,23,3,Credit Card,1
2263.59,POS Payment,23.0,Desktop,Chicago,4,75,12,Debit Card,1
4024.61,ATM Withdrawal,16.0,Tablet,Los Angeles,0,73,2,Debit Card,1
2294.66,ATM Withdrawal,1.0,Tablet,Chicago,2,112,14,Credit Card,1
1281.93,Bill Payment,13.0,Tablet,Chicago,2,8,1,Credit Card,1
3436.17,Bank Transfer,0.0,Desktop,Boston,1,85,8,Net Banking,1
2352.62,ATM Withdrawal,9.0,Desktop,Houston,1,89,4,Credit Card,1
2562.46,ATM Withdrawal,16.0,Mobile,San Francisco,2,67,7,Debit Card,1
36.75,Bill Payment,13.0,Mobile,Chicago,1,98,5,Credit Card,1
1007.61,POS Payment,6.0,Mobile,Houston,4,100,7,Debit Card,1
705.9,Bank Transfer,2.0,Tablet,Boston,2,54,11,Debit Card,1
931.8,ATM Withdrawal,17.0,Mobile,New York,4,82,3,Net Banking,1
4887.54,Bill Payment,19.0,Desktop,Chicago,1,76,9,UPI,1
3961.95,ATM Withdrawal,21.0,Mobile,Los Angeles,3,44,11,Credit Card,1
4449.23,ATM Withdrawal,11.0,Mobile,Boston,3,54,11,Invalid Method,1
3094.3,Bill Payment,2.0,Mobile,New York,2,113,5,Debit Card,1
3602.79,Bill Payment,11.0,Tablet,New York,1,53,3,Credit Card,1
3960.6,Online Purchase,13.0,Mobile,Los Angeles,1,91,11,Debit Card,1
2809.62,Online Purchase,14.0,Tablet,Los Angeles,2,40,11,UPI,1
4364.67,Bank Transfer,9.0,Tablet,Chicago,2,39,8,Invalid Method,1
4408.8,POS Payment,6.0,Tablet,Miami,0,112,13,Net Banking,1
3446.01,POS Payment,13.0,Desktop,Seattle,3,95,3,Net Banking,1
2766.74,ATM Withdrawal,14.0,Mobile,San Francisco,0,98,6,Credit Card,1
2923.32,ATM Withdrawal,21.0,Desktop,Los Angeles,2,106,7,Credit Card,1
4635.9,Bank Transfer,0.0,Mobile,Boston,0,104,4,Credit Card,1
3939.8,Online Purchase,16.0,Tablet,San Francisco,1,35,2,UPI,1
4878.6,Online Purchase,12.0,Mobile,New York,0,74,6,Credit Card,1
4906.19,Online Purchase,23.0,Desktop,New York,1,95,14,UPI,1
1410.16,Bill Payment,18.0,Desktop,Chicago,4,52,4,Net Banking,1
541.21,POS Payment,23.0,Mobile,Boston,1,45,5,Debit Card,1
2101.17,Online Purchase,4.0,Tablet,Houston,0,68,9,Net Banking,1
156.74,Bill Payment,11.0,Tablet,Houston,0,28,5,Debit Card,1
2009.06,Bill Payment,23.0,Tablet,Miami,4,107,9,Debit Card,1
4077.67,ATM Withdrawal,5.0,Mobile,Chicago,3,16,4,Credit Card,1
4693.26,Online Purchase,22.0,Tablet,Seattle,2,87,12,Credit Card,1
4063.75,POS Payment,16.0,Desktop,Houston,3,21,6,Net Banking,1
1587.1,Bill Payment,23.0,Desktop,Miami,2,5,7,Credit Card,1
1867.98,Bill Payment,21.0,Desktop,Miami,3,81,6,UPI,1
3532.03,Bill Payment,15.0,Desktop,San Francisco,0,98,6,Net Banking,1
4929.27,POS Payment,3.0,Mobile,Chicago,1,2,1,Debit Card,1
2693.35,ATM Withdrawal,1.0,Tablet,Los Angeles,2,84,4,Net Banking,1
3953.13,Bank Transfer,9.0,Tablet,Houston,2,72,13,Credit Card,1
2993.96,Online Purchase,7.0,Unknown Device,Chicago,0,71,4,Net Banking,1
1406.14,Online Purchase,7.0,Tablet,Boston,2,48,3,Net Banking,1
3000.27,ATM Withdrawal,20.0,Mobile,Chicago,3,94,3,UPI,1
4689.2,Bank Transfer,0.0,Tablet,Los Angeles,3,57,4,Net Banking,1
792.11,POS Payment,22.0,Tablet,Chicago,1,42,1,UPI,1
43.71,ATM Withdrawal,23.0,Tablet,Houston,2,98,9,Credit Card,1
1345.64,Bank Transfer,16.0,Tablet,Houston,3,12,13,Credit Card,1
1765.45,ATM Withdrawal,23.0,Mobile,San Francisco,0,112,10,Debit Card,1
2717.32,Online Purchase,19.0,Tablet,Boston,1,58,2,Invalid Method,1
3339.01,Bank Transfer,15.0,Mobile,New York,2,43,4,Net Banking,1
4430.35,Bill Payment,6.0,Mobile,Houston,3,111,6,Credit Card,1
491.79,POS Payment,6.0,Tablet,Boston,1,108,7,UPI,1
4168.73,POS Payment,8.0,Desktop,Chicago,1,81,12,Debit Card,1
3938.38,ATM Withdrawal,6.0,Desktop,Miami,4,118,1,Debit Card,1
2863.02,Bank Transfer,2.0,Tablet,Chicago,1,71,9,Debit Card,1
1708.57,ATM Withdrawal,11.0,Tablet,Houston,3,42,10,UPI,1
3649.85,POS Payment,3.0,Mobile,Miami,4,84,2,Debit Card,1
1460.01,Online Purchase,20.0,Tablet,Chicago,2,65,11,UPI,1
2443.38,Bank Transfer,10.0,Mobile,Boston,4,33,4,Credit Card,1
1525.18,Online Purchase,4.0,Mobile,Chicago,3,94,12,Credit Card,1
4150.99,Bill Payment,19.0,Unknown Device,San Francisco,2,29,5,Credit Card,1
623.33,Online Purchase,11.0,Tablet,Los Angeles,4,66,9,UPI,1
4362.16,Bill Payment,12.0,Tablet,Houston,2,27,4,Net Banking,1
3551.26,POS Payment,12.0,Mobile,Houston,3,85,14,Credit Card,1
1769.98,Bill Payment,18.0,Desktop,Miami,2,85,14,Invalid Method,1
3314.39,POS Payment,18.0,Mobile,Chicago,3,11,7,Debit Card,1
1599.87,POS Payment,22.0,Unknown Device,Chicago,4,81,13,Credit Card,1
2042.17,ATM Withdrawal,12.0,Desktop,Houston,3,101,9,Invalid Method,1
4128.48,Bank Transfer,17.0,Tablet,Chicago,2,15,7,Invalid Method,1
738.32,Bank Transfer,22.0,Mobile,Boston,4,117,7,Credit Card,1
4443.05,Online Purchase,22.0,Tablet,Chicago,0,12,8,Debit Card,1
625.92,ATM Withdrawal,14.0,Desktop,Los Angeles,3,30,5,UPI,1
3163.0,Bank Transfer,17.0,Mobile,Boston,1,88,12,Debit Card,1
2930.68,Online Purchase,3.0,Desktop,Houston,4,116,9,UPI,1
3936.54,ATM Withdrawal,17.0,Mobile,San Francisco,3,109,9,Credit Card,1
257.64,POS Payment,14.0,Desktop,Chicago,4,66,14,UPI,1
459.55,Bill Payment,9.0,Desktop,Chicago,0,95,10,Net Banking,1
2991.59,Online Purchase,14.0,Desktop,Miami,2,77,9,Credit Card,1
1197.1,Online Purchase,0.0,Desktop,Boston,4,87,12,Net Banking,1
3344.94,ATM Withdrawal,21.0,Desktop,Seattle,2,58,7,UPI,1
1848.49,POS Payment,10.0,Desktop,Boston,2,5,12,Credit Card,1
2579.28,POS Payment,6.0,Mobile,Chicago,3,3,7,Credit Card,1
4214.79,ATM Withdrawal,20.0,Tablet,San Francisco,3,67,5,Net Banking,1
3933.44,POS Payment,7.0,Tablet,Chicago,3,111,10,Debit Card,1
3486.0,ATM Withdrawal,15.0,Tablet,Chicago,2,16,7,UPI,1
2516.7,POS Payment,15.0,Mobile,New York,3,93,2,Net Banking,1
3606.99,Online Purchase,22.0,Tablet,Boston,2,91,10,UPI,1
157.94,Bill Payment,19.0,Desktop,San Francisco,4,70,8,Credit Card,1
2310.31,Online Purchase,15.0,Desktop,Los Angeles,1,42,13,Credit Card,1
3871.73,Online Purchase,19.0,Tablet,Los Angeles,1,80,1,Net Banking,1
3970.2,Bill Payment,15.0,Mobile,Chicago,4,89,14,Credit Card,1
1557.04,Online Purchase,1.0,Mobile,Boston,4,40,6,Net Banking,1
4553.41,ATM Withdrawal,11.0,Mobile,San Francisco,0,91,5,Credit Card,1
506.82,ATM Withdrawal,20.0,Mobile,Chicago,1,47,5,Net Banking,1
2253.45,Bill Payment,18.0,Tablet,New York,2,13,2,Debit Card,1
3653.39,Online Purchase,17.0,Mobile,Houston,1,80,11,Net Banking,1
667.79,Bill Payment,6.0,Desktop,Chicago,4,61,7,UPI,1
2176.54,Bank Transfer,16.0,Mobile,Seattle,0,64,3,UPI,1
2239.1,POS Payment,17.0,Tablet,Chicago,3,87,13,UPI,1
1840.47,ATM Withdrawal,22.0,Desktop,Houston,4,107,13,UPI,1
2906.58,Bank Transfer,12.0,Mobile,Los Angeles,0,62,6,Net Banking,1
3847.38,Bill Payment,18.0,Mobile,Los Angeles,1,14,14,Debit Card,1
690.92,Bill Payment,21.0,Mobile,Houston,3,108,7,UPI,1
4231.96,ATM Withdrawal,14.0,Mobile,Houston,1,7,11,Credit Card,1
2723.58,Bank Transfer,6.0,Mobile,Houston,1,78,7,Debit Card,1
201.37,ATM Withdrawal,20.0,Mobile,Miami,4,101,2,Credit Card,1
1600.87,POS Payment,9.0,Desktop,Chicago,4,83,9,UPI,1
4007.06,POS Payment,20.0,Tablet,Miami,4,15,4,UPI,1
3480.75,Bill Payment,23.0,Mobile,Chicago,2,31,4,Net Banking,1
2853.75,Bill Payment,6.0,Mobile,Houston,4,53,3,Net Banking,1
348.05,ATM Withdrawal,23.0,Tablet,New York,4,103,11,UPI,1
2146.99,Bill Payment,18.0,Tablet,Chicago,0,3,7,Net Banking,1
3096.37,Online Purchase,4.0,Tablet,Chicago,3,52,2,Net Banking,1
1597.19,ATM Withdrawal,10.0,Mobile,Miami,4,64,5,Debit Card,1
3078.17,Bill Payment,14.0,Desktop,Los Angeles,3,41,9,Debit Card,1
808.91,POS Payment,17.0,Mobile,San Francisco,0,115,6,Net Banking,1
3897.11,Bank Transfer,11.0,Mobile,Houston,0,16,8,Credit Card,1
4184.69,Bank Transfer,16.0,Mobile,Houston,0,108,7,Net Banking,1
3203.19,Bill Payment,22.0,Tablet,Los Angeles,4,75,8,Net Banking,1
998.97,ATM Withdrawal,23.0,Tablet,Houston,2,118,11,Debit Card,1
4087.05,POS Payment,20.0,Mobile,Boston,4,30,1,Net Banking,1
4640.63,ATM Withdrawal,14.0,Desktop,San Francisco,3,117,9,Debit Card,1
4227.49,ATM Withdrawal,8.0,Desktop,Chicago,3,4,10,UPI,1
2076.47,Bill Payment,15.0,Tablet,Los Angeles,2,97,14,Credit Card,1
4591.66,Online Purchase,7.0,Desktop,New York,0,112,5,Debit Card,1
901.39,Bank Transfer,20.0,Desktop,Houston,4,52,8,Debit Card,1
3297.73,ATM Withdrawal,19.0,Mobile,Houston,4,7,7,UPI,1
3057.17,Bill Payment,2.0,Desktop,Boston,0,29,6,Debit Card,1
3828.33,Bill Payment,6.0,Mobile,Chicago,1,61,14,Credit Card,1
419.49,Bill Payment,7.0,Desktop,Boston,4,41,10,Credit Card,1
1481.11,Bank Transfer,23.0,Desktop,Chicago,0,111,14,Net Banking,1
1794.94,Bank Transfer,12.0,Tablet,Los Angeles,3,68,9,UPI,1
205.18,POS Payment,14.0,Desktop,Boston,0,44,9,Net Banking,1
1035.97,Bill Payment,14.0,Unknown Device,New York,4,73,5,Debit Card,1
4404.22,Bill Payment,3.0,Tablet,Boston,2,39,11,Debit Card,1
3464.47,POS Payment,1.0,Mobile,Boston,2,96,13,UPI,1
705.95,Bill Payment,12.0,Tablet,New York,0,98,1,Credit Card,1
2047.41,Bank Transfer,9.0,Mobile,Houston,0,32,10,Credit Card,1
3645.81,Bill Payment,19.0,Mobile,Los Angeles,1,46,2,Debit Card,1
3999.94,Bank Transfer,23.0,Mobile,Miami,1,20,2,UPI,1
4844.86,POS Payment,11.0,Desktop,Boston,1,111,9,Net Banking,1
2945.41,Online Purchase,4.0,Mobile,New York,0,69,2,Debit Card,1
2784.07,Online Purchase,12.0,Tablet,Boston,2,68,9,Net Banking,1
2114.95,Bank Transfer,20.0,Desktop,Chicago,3,43,6,Debit Card,1
4847.95,POS Payment,17.0,Unknown Device,New York,1,7,4,UPI,1
3638.66,Bank Transfer,7.0,Tablet,New York,1,64,3,Debit Card,1
3305.06,Bill Payment,23.0,Tablet,Seattle,1,42,8,UPI,1
441.89,Bank Transfer,20.0,Tablet,Miami,3,6,3,Debit Card,1
876.99,Bill Payment,19.0,Mobile,Boston,1,91,1,Net Banking,1
631.23,Bill Payment,23.0,Tablet,Seattle,3,80,1,Credit Card,1
181.98,ATM Withdrawal,23.0,Mobile,Los Angeles,3,67,9,UPI,1
4651.01,Online Purchase,2.0,Tablet,Miami,2,106,4,Debit Card,1
4607.26,Bank Transfer,11.0,Mobile,Miami,3,27,5,Net Banking,1
58.3,Bank Transfer,17.0,Mobile,Seattle,1,108,6,Debit Card,1
2479.68,ATM Withdrawal,12.0,Mobile,San Francisco,4,109,5,UPI,1
1693.42,Bank Transfer,3.0,Mobile,Houston,2,103,9,Debit Card,1
471.63,POS Payment,4.0,Mobile,Houston,2,72,3,UPI,1
3031.34,ATM Withdrawal,21.0,Mobile,Los Angeles,3,3,4,Debit Card,1
49997.8,ATM Withdrawal,10.0,Mobile,San Francisco,4,59,7,Credit Card,1
999.98,Bank Transfer,8.0,Tablet,Boston,3,16,2,UPI,1
1682.53,Online Purchase,13.0,Tablet,Houston,0,26,9,UPI,1
4272.71,Bill Payment,13.0,Mobile,Seattle,1,73,3,UPI,1
1286.73,Online Purchase,16.0,Tablet,Chicago,2,98,12,UPI,1
3616.7,Online Purchase,5.0,Tablet,New York,4,108,5,UPI,1
2014.38,Bill Payment,20.0,Desktop,Chicago,3,1,3,Credit Card,1
1484.56,ATM Withdrawal,17.0,Tablet,Chicago,2,71,2,Net Banking,1
4716.55,POS Payment,11.0,Tablet,Los Angeles,0,85,8,UPI,1
3449.82,Bank Transfer,19.0,Mobile,Houston,0,98,6,Invalid Method,1
4243.18,Bill Payment,15.0,Desktop,San Francisco,0,66,3,Invalid Method,1
510.9,Online Purchase,12.0,Tablet,Chicago,4,49,13,Credit Card,1
3348.66,Online Purchase,23.0,Mobile,San Francisco,0,11,1,UPI,1
3913.31,Bill Payment,0.0,Mobile,Boston,0,43,9,Credit Card,1
1264.04,Bank Transfer,23.0,Tablet,New York,0,113,2,Net Banking,1
3892.54,Bill Payment,20.0,Mobile,Seattle,0,62,3,Debit Card,1
2659.04,ATM Withdrawal,22.0,Mobile,Houston,2,92,12,Debit Card,1
3253.11,Bank Transfer,18.0,Desktop,Chicago,1,112,13,Invalid Method,1
496.99,POS Payment,15.0,Desktop,Boston,2,32,11,Credit Card,1
249.9,Bank Transfer,8.0,Desktop,Houston,4,88,14,Debit Card,1
1780.44,Bill Payment,19.0,Desktop,Los Angeles,1,16,3,UPI,1
201.03,Online Purchase,23.0,Mobile,Miami,4,44,4,Credit Card,1
398.68,Online Purchase,7.0,Desktop,Houston,1,45,3,Net Banking,1
1871.84,ATM Withdrawal,23.0,Desktop,Houston,4,20,3,UPI,1
950.36,ATM Withdrawal,7.0,Unknown Device,Houston,4,81,9,Net Banking,1
3847.38,Bill Payment,18.0,Mobile,Chicago,4,79,5,Debit Card,1
2884.74,Online Purchase,19.0,Desktop,Los Angeles,4,18,6,Debit Card,1
2708.88,Bank Transfer,12.0,Mobile,Boston,3,40,5,UPI,1
1398.12,Bill Payment,9.0,Tablet,Chicago,3,23,7,Net Banking,1
1692.32,Bank Transfer,17.0,Tablet,New York,3,117,13,Debit Card,1
1032.07,Bank Transfer,19.0,Desktop,Los Angeles,1,56,5,Debit Card,1
3940.5,Bank Transfer,19.0,Mobile,Chicago,2,88,2,Credit Card,1
1427.22,POS Payment,19.0,Mobile,Los Angeles,0,32,12,Net Banking,1
3272.2,Bank Transfer,20.0,Mobile,Houston,0,28,10,Invalid Method,1
3730.4,ATM Withdrawal,10.0,Tablet,San Francisco,1,112,7,UPI,1
4414.54,POS Payment,23.0,Desktop,Miami,0,84,2,Debit Card,1
3475.71,Online Purchase,7.0,Tablet,Los Angeles,0,23,5,Credit Card,1
538.52,POS Payment,17.0,Tablet,New York,4,61,5,Credit Card,1
3206.58,Bank Transfer,21.0,Desktop,Chicago,0,96,3,Credit Card,1
3057.8,Bank Transfer,15.0,Tablet,Miami,2,110,14,UPI,1
1032.12,Bill Payment,23.0,Tablet,Miami,2,11,7,Debit Card,1
4505.59,ATM Withdrawal,21.0,Mobile,Houston,1,22,9,UPI,1
2849.37,ATM Withdrawal,15.0,Unknown Device,Boston,1,78,5,UPI,1
3747.87,Bank Transfer,14.0,Tablet,Miami,0,7,5,Net Banking,1
194.86,POS Payment,20.0,Desktop,Houston,4,2,14,Invalid Method,1
2387.57,Bill Payment,5.0,Mobile,Chicago,0,76,1,Credit Card,1
3317.22,ATM Withdrawal,11.0,Mobile,Los Angeles,4,74,12,Net Banking,1
4424.45,POS Payment,13.0,Tablet,Boston,0,9,11,Credit Card,1
819.16,ATM Withdrawal,0.0,Tablet,Houston,1,77,1,Net Banking,1
2049.89,Online Purchase,10.0,Desktop,Houston,0,86,2,Net Banking,1
4712.51,POS Payment,14.0,Mobile,Miami,4,47,9,UPI,1
4446.65,Bank Transfer,15.0,Desktop,New York,4,88,11,Net Banking,1
4188.0,ATM Withdrawal,15.0,Mobile,Seattle,4,101,7,Net Banking,1
452.59,Bank Transfer,22.0,Tablet,New York,4,80,12,Credit Card,1
30.49,Online Purchase,23.0,Mobile,Houston,3,52,13,UPI,1
2101.52,ATM Withdrawal,20.0,Desktop,Chicago,0,1,2,Net Banking,1
3391.01,Bill Payment,18.0,Desktop,San Francisco,3,59,1,Credit Card,1
49997.8,ATM Withdrawal,22.0,Mobile,Boston,1,52,13,Net Banking,1
1820.79,Online Purchase,11.0,Mobile,Chicago,4,52,1,UPI,1
4295.73,Online Purchase,21.0,Mobile,Chicago,1,63,13,Debit Card,1
1839.22,POS Payment,3.0,Desktop,Chicago,2,62,2,Net Banking,1
3153.42,Online Purchase,8.0,Mobile,Houston,3,48,6,UPI,1
1924.38,Bank Transfer,17.0,Tablet,Miami,2,105,1,UPI,1
2149.0,ATM Withdrawal,15.0,Desktop,Miami,2,109,6,Net Banking,1
2286.12,Bank Transfer,17.0,Tablet,Miami,2,74,7,Net Banking,1
2129.87,Online Purchase,15.0,Desktop,Boston,4,46,3,Net Banking,1
4476.62,Bill Payment,17.0,Tablet,Miami,4,38,11,UPI,1
4849.81,Online Purchase,3.0,Tablet,Los Angeles,0,55,6,Debit Card,1
1667.17,Bill Payment,11.0,Mobile,Houston,1,35,13,UPI,1
4420.78,Online Purchase,13.0,Desktop,Houston,3,47,7,UPI,1
3887.93,Bill Payment,23.0,Mobile,Seattle,4,111,14,Credit Card,1
3656.26,POS Payment,12.0,Desktop,Houston,4,38,4,Net Banking,1
2646.03,Bank Transfer,18.0,Mobile,New York,2,97,14,Credit Card,1
4116.96,Online Purchase,18.0,Tablet,Houston,3,101,4,Credit Card,1
169.84,ATM Withdrawal,10.0,Mobile,Chicago,2,31,3,Net Banking,1
872.69,Online Purchase,0.0,Tablet,Boston,0,102,1,Debit Card,1
897.71,Online Purchase,4.0,Mobile,Los Angeles,2,70,2,Credit Card,1
1716.66,Online Purchase,12.0,Mobile,Boston,2,53,2,Debit Card,1
4420.92,Bill Payment,20.0,Mobile,Chicago,0,117,11,Credit Card,1
3807.42,Bank Transfer,14.0,Tablet,Houston,4,106,5,UPI,1
850.29,Bill Payment,14.0,Mobile,Miami,3,94,5,Credit Card,1
1125.89,Bill Payment,17.0,Tablet,Houston,3,58,1,UPI,1
3059.89,POS Payment,17.0,Mobile,Seattle,0,71,6,Debit Card,1
